02/12/1995- ||------||4403500||Current Statistics||-------------------------------------||EPW Research Foundation
28/1/1995- ||review of political economy, january 1995||4402319||Reconsidering Postmodernism: What Is New in the Old Lamp||This paper argues that the value of postmodernism derives from its power of negation. Its critique of objectivism and the 'metaphysics of presence' offers a new philosophical framework within which elements of the early critiques of enlightenment/modernity can be incorporated and given a more comprehensive form and analytic depth. However, when the concepts employed in the critique are transformed into affirmative norms, they yield an attitude of scepticism and nihilism within which every kind of 'coherent' and 'meaningful' enquiry becomes suspect. Consequently, to retain at least some of the philosophical insights of postmodernism, we need to make a distinction between its potentialities of negation and its norms of affirmation. We need also to rethink the concepts through which anti-foundationalism is given a positive content.||Gurpreet Mahajan
25/3/1995- ||companies||4402518||Growth of Production||-------------------------------------||
08/7/1995- ||------||4402955||Cosmetic Decisions||-------------------------------------||
23/12/1995- ||commentary||4403582||Communalism and Communal Violence in 1995||The year 1995 was not the worst in the recent past in regard to the communal situation, but neither was it free from communal violence. A report on the year's incidents.||Asghar Ali Engineer
28/1/1995- ||companies||4402311||Modernisation Programme||-------------------------------------||
25/11/1995- ||review of industry and management, november 1995||4403484||Ethics and the Indian Manager||Organisations caught up in the tough world of competitive survival have found it difficult to make their ethical missions congruent with the traditional systems of management controls. The IIMs in India do not have as yet compulsory courses in ethics. This article makes a case for ethics in business, not just as a rhetoric but as a socially useful basis for action.||R. C. Sekhar
02/12/1995- ||------||4403496||Peace Still Far Away||-------------------------------------||
14/10/1995-21/10/1995||special articles||4403342||Politics and Implementation of Integrated Rural Development Programme||Although the eradication of rural poverty has been a recurrent theme over several decades of planning, the proportion of those living below the poverty line has not declined substantially. The explanation for this apparent paradox must be sought in the political and administrative environment in which poverty alleviation programmes are formulated and implemented.||Kuldeep Mathur
09/12/1995- ||commentary||4403532||Let Indian Muslims Not Repeat the Mistake||The leaders of Muslim Personal Law Board, on the election eve, are again indulging in fanning communal passions and aiding communal politics in the country.||Asghar Ali Engineer
29/7/1995- ||review of political economy, july 1995||4403046||Rise and Fall of US Imperialism||The article focuses on the role of the US imperial state in the process of worldwide capitalist development and capital accumulation and its efforts to establish global hegemony. It argues that US imperialism has reached a critical stage in its evolution: the over-extension of the empire is causing the downfall of the domestic economy and society. Domestic economic reconstruction has been sacrificed for global corporate and financial expansion as the interests of the capitalist ruling class lie in foreign investments and global markets.||Chronis Polychroniou
01/7/1995- ||------||4402925||In the Capital Market||-------------------------------------||EPW Research Foundation
18/2/1995-25/2/1995||------||4402391||Protection for Creditors||-------------------------------------||
06/5/1995-13/5/1995||special articles||4402734||Social Expenditures in the Union Budget: 1991-96||Given the current emphasis on the centre's social sector expenditure, it is important to analyse such expenditure in terms of its dimensions, trends and composition. This paper attempts such an analysis, with data from the last six budgets, giving particular attention to so-called social expenditure of significance to the poor. Further, it explores the available options for making such expenditure more cost-effective and purposeful.||S. Guhan
