22/4/1967- ||special articles||4357840||China: End of Act One?||Recently in some analyses of the latest developments in China's Cultural Revolution an attempt has been made to show that Mao Tse-tung is after all retreating. The so-called "three-way alliance" between the revolutionary rebels, the People's Liberation Army and the Party cadres is, it is suggested, really a face-saving device. A close examination of recent writings in the "Red Flag", the Party's theoretical journal, however indicates, according to the author, that this view is incorrect. The tone and mood of the writings make it clear that Mao Tse-tung is in no mood to compromise. Nor does it seem possible that he would be forced to compromise.||G. P. Deshpande
16/12/1967- ||from our correspondents||24478953||Caste and Communism||-------------------------------------||
14/10/1967- ||------||24478157||Getting Out of Hallstein Rut||-------------------------------------||
9/9/1967- ||------||24477952||Trade Unshackled||-------------------------------------||
8/7/1967- ||weekly notes||24477930||Machine Tool Units Take the Hint||-------------------------------------||
11/3/1967- ||weekly notes||4357675||The Angry Young Voter||-------------------------------------||
11/11/1967- ||from our correspondents||24478918||The Trouble in Kerala||-------------------------------------||
11/11/1967- ||------||24478937||STATISTICS||-------------------------------------||
27/5/1967- ||business notes||4357989||Tata Textile Group||-------------------------------------||
28/10/1967- ||------||24478832||Future of Aid Consortium||-------------------------------------||
04/3/1967- ||a calcutta diary||4357657||A Revolution in Dhoti||-------------------------------------||
8/7/1967- ||------||24477943||STATISTICS||-------------------------------------||
07/1/1967- ||from the chair||4357450||The Associated Cement Companies Limited||-------------------------------------||Dharamsey M. Khatau
11/2/1967- ||weekly notes||4357579||Import Substitution: At What Cost?||-------------------------------------||
16/9/1967- ||------||24477988||Rival Successors in Aden||-------------------------------------||
01/4/1967- ||in the press||4357761||Lament for the Economy||-------------------------------------||
18/11/1967- ||markets||24478430||Buffer Stock III-Advised||-------------------------------------||
1/8/1967- ||from the capital||24477842||Barking Up the Wrong Tree||-------------------------------------||
11/3/1967- ||business notes||4357695||Guest, Keen, Williams||-------------------------------------||
03/6/1967- ||from the london end||4358007||Memories of Suez||-------------------------------------||
27/5/1967- ||commodities||4357994||Industry against Yarn Imports||-------------------------------------||
16/9/1967- ||business||24478001||ID B Also Recedes||-------------------------------------||
14/10/1967- ||special articles||24478171||Government Operations in Foodgrains||-------------------------------------||M L Dantwala,S S Madalgi
1/2/1967- ||focus on development||4357554||Trade Promotion through Debt-Servicing||Neither more aid nor vigorous export promotion is a complete answer to the balance of payments problem of the developing countries. A larger flow of aid and foreign capital to the developing countries brings in its wake the problem of debt-servicing which, in turn, requires a sharp expansion of exports at some future date. But expansion of exports to the developed countries is not just a matter of vigorous export promotion by the developing countries or liberalisation of trade policies by the developed countries. It is necessary, therefore to, consider more radical solutions to enable the developing countries to meet their requirements of imports without depending on either exports to the developed countries or larger doses of aid. One such proposal is made here for linking debt servicing operations to expansion of trade among the developing countries.||D. R. Khatkhate
